latitude,longitude,depth,distance_to_fault,fault_slip_rate,rock_rigidity,historical_eq_count,tectonic_plate_boundary,p_s_wave_delay,seismic_station_density,soil_moisture,air_temperature,ambient_noise,tidal_height,random_noise_feature,magnitude
35.61810178271044,140.09054491313347,57.24271765635618,73.55539413691501,4.478918293884045,19.991046017068207,23,0,11.396931608826275,13,59.84533678883483,3.4993413766720423,46.633579748912695,1.717976669680323,0.2677976652873126,4.4
44.260714596148745,141.95022095787058,14.460442719912358,22.455990164753835,8.881224808113227,50.5508055131328,91,0,2.922479329469851,22,8.501312098678774,23.183958467826393,42.65599517334983,1.2116715718408866,0.8949819723400002,5.8
40.97990912717108,133.75701848188748,107.9406151020955,38.81973850906808,13.766500000194242,17.859123580418675,55,0,13.713451335794808,8,60.10343067890611,8.567871326141098,59.648055843817055,-0.6289687453708246,-0.7229892186338133,4.74
38.97987726295555,139.373111494105,52.481549521065254,17.283599975623257,4.113031550787892,20.52311085710017,94,0,6.200702122308046,15,13.070174608770463,0.9476450506080241,48.14648554841954,1.8181108786263738,-1.8431257853817717,4.58
32.34027960663655,138.57618974715623,13.551510249253342,29.930371915847623,13.80576827602027,28.30066959200756,43,1,4.469564266182561,7,68.93098146668726,10.431450685964158,51.17526469848702,0.27219405279495,-1.0271145976084237,5.66
32.33991780504304,142.49245565182406,168.9552588329341,12.59165372149758,7.7052214927313845,54.0174097925995,119,0,20.431666704402843,7,40.10698819228375,28.1634917800477,53.58463795178074,-1.711006949489227,-0.4482859492940523,5.63
30.871254182522993,143.5913059072189,41.52848376075648,10.849961762380318,17.053717111718885,16.589333431705512,150,0,3.9794256776064527,17,80.39268424116668,13.789659826810095,50.34519503233672,0.8122675090712583,-1.2314353114312526,5.17
42.992642186624025,130.1823515721608,8.7846087254683,25.998838907161247,6.289389957616713,16.111709642726304,68,1,3.5468642267893826,19,89.82763207386175,4.993213171671105,61.50266335139844,0.14910943129320753,-0.5987316890020711,5.06
39.01672517614813,140.1102987858819,54.28644911053797,20.782405233010977,10.024135390430308,34.6987494152633,78,0,4.516682630827046,3,42.53993073190481,31.593430741191412,46.32805507856957,0.29035220207662205,-0.5515268242807339,5.0
40.62108866694068,130.77753698679592,19.597820187743075,26.091918806778683,7.1528795840563095,23.820527054683737,119,1,4.329727440193704,7,46.44997659263716,34.08218775904674,44.94430923331151,1.9764169773018598,-0.015490022116927378,5.48
30.308767414437035,138.23287997616035,86.40389102622788,10.23393786294085,6.841658618799433,38.43639708240799,150,1,9.031585079053606,12,58.11328229115652,11.662521188633736,39.80342329754708,-1.3899428668018339,-1.4549544662522913,6.27
44.54864778242992,134.3144909356552,90.13857258470942,13.816547279616513,9.089722162861838,32.58183423416118,149,0,10.846904894898978,14,22.741944967224548,8.734401036344732,42.949808507520146,0.627183601151569,0.5801133729923058,5.01
42.48663961200633,134.6016489928321,198.0364557068606,2.7288257145648167,11.352590722616949,31.74795531756084,150,1,22.572003071207533,2,88.45995567455252,20.63494735094825,39.150203447590705,-0.1650356110812332,1.6609388186997895,5.63
33.18508666017414,135.29437755178535,39.84466251876125,1.7107705349054978,2.719228146750818,15.598648524349663,150,1,4.788587891368867,7,43.96999338512354,-7.101277697104349,50.41769530401231,-0.9124275004480173,1.4291172054801016,5.45
32.72737450810651,139.31938673574416,35.34451838415383,8.869067056494945,23.26399501459963,17.052484512492008,150,1,4.951114298921926,16,20.013830232440657,24.56615802837986,37.701470021450895,0.7741791666518512,-0.5840441472982576,5.6
32.751067647801506,135.01074948503154,75.01471633450079,2.414429998797139,1.6690749779715937,51.0539288723425,150,1,10.509254501328156,9,73.64586500769956,29.11438026886234,45.59033735918502,0.6728512289999995,0.6686551611583593,5.87
34.563633644393065,140.99048575885422,12.10529710953729,3.386903690721744,4.272291405412176,54.29413687858722,150,1,0.5,1,24.723623519958668,9.872096362858581,49.476375474419,1.4259804324941205,0.5502538059020111,6.09
37.871346474483566,136.06791078360806,44.583833356041545,50.38791629630049,6.852302611052409,21.73417664426251,58,0,9.049128162440411,12,17.917634756466946,-1.2692074996301788,46.202591092761764,1.5154769407460158,-0.04352516292923107,4.66
